word,word_clean,word_stem,lemma,wclass,word_synonym ,synonym
bride's,bride,bride,bride,noun,"list(syn = c(""bride"", ""Bride"", ""Bridget"", ""Brigid"", ""Saint Bride"", ""Saint Bridget"", ""Saint Brigid"", ""St. Bride"", ""St. Bridget"", ""St. Brigid""))",bride
bridge,bridge,bridg,bridge,noun,"list(syn = c(""bridge"", ""bridge circuit"", ""bridge deck"", ""bridgework"", ""nosepiece"", ""span""))",bridge
briefly,briefly,briefli,briefly,adverb,"list(syn = c(""briefly"", ""concisely"", ""in brief"", ""in short"", ""shortly""))",briefly
bright,bright,bright,bright,adverb,"list(syn = c(""bright"", ""brightly"", ""brilliantly""))",bright
brimming,brimming,brim,brim,verb,"list(syn = ""brim"")",brim
bring,bring,bring,bring,verb,"list(syn = c(""add"", ""bestow"", ""bring"", ""bring in"", ""contribute"", ""convey"", ""fetch"", ""get"", ""impart"", ""institute"", ""land"", ""lend"", ""make for"", ""play"", ""take"", ""work"", ""wreak""))",fetch
bringing,bringing,bring,bringing,noun,"list(syn = c(""bringing"", ""delivery""))",delivery
brings,brings,bring,bring,verb,"list(syn = c(""add"", ""bestow"", ""bring"", ""bring in"", ""contribute"", ""convey"", ""fetch"", ""get"", ""impart"", ""institute"", ""land"", ""lend"", ""make for"", ""play"", ""take"", ""work"", ""wreak""))",fetch
brio,brio,brio,brio,noun,"list(syn = c(""animation"", ""brio"", ""invigoration"", ""spiritedness"", ""vivification""))",brio
brittle,brittle,brittl,brittle,adjective,"list(syn = c(""brickle"", ""brickly"", ""brittle"", ""unannealed""))",brittle
broken,broken,broken,break,verb,"list(syn = c(""bankrupt"", ""better"", ""breach"", ""break"", ""break-dance"", ""break away"", ""break dance"", ""break down"", ""break in"", ""break off"", ""break out"", ""break up"", ""bring out"", ""bump"", ""burst"", ""bust"", ""cave in"", ""check"", ""collapse"", ""come apart"", ""conk out"", ""crack"", ""damp"", ""dampen"", ""demote"", ""develop"", ""die"", ""disclose"", ""discontinue"", ""discover"", ""divulge"", ""erupt"", ""expose"", ""fail"", ""fall apart"", ""fall in"", ""founder"", ""fracture"", ""get around"", ""get out"", ""give"", ""give away"", ""give out"", ""give way"",  ""go"", ""go against"", ""go bad"", ""impart"", ""infract"", ""intermit"", ""interrupt"", ""kick downstairs"", ""let on"", ""let out"", ""offend"", ""part"", ""pause"", ""recrudesce"", ""relegate"", ""reveal"", ""ruin"", ""separate"", ""smash"", ""snap off"", ""soften"", ""split"", ""split up"", ""stop"", ""transgress"", ""unwrap"", ""violate"", ""weaken"", ""wear"", ""wear out""))",bump
brollies,brollies,brolli,brolly,noun,"list(syn = c(""brolly"", ""gamp""))",brolly
brooch,brooch,brooch,brooch,noun,"list(syn = c(""breastpin"", ""broach"", ""brooch""))",brooch
brook,brook,brook,brook,noun,"list(syn = c(""brook"", ""creek""))",brook
brooklyn,brooklyn,brooklyn,NA,NA,list(syn = NA),NA
broom,broom,broom,broom,noun,"list(syn = c(""broom"", ""Calluna vulgaris"", ""heather"", ""ling"", ""Scots heather""))",broom
brooms,brooms,broom,broom,noun,"list(syn = c(""broom"", ""Calluna vulgaris"", ""heather"", ""ling"", ""Scots heather""))",broom
brother,brother,brother,brother,noun,"list(syn = c(""blood brother"", ""brother"", ""Brother"", ""buddy"", ""chum"", ""comrade"", ""crony"", ""pal"", ""sidekick""))",pal
brought,brought,brought,bring,verb,"list(syn = c(""add"", ""bestow"", ""bring"", ""bring in"", ""contribute"", ""convey"", ""fetch"", ""get"", ""impart"", ""institute"", ""land"", ""lend"", ""make for"", ""play"", ""take"", ""work"", ""wreak""))",fetch
brown,brown,brown,brown,adjective,"list(syn = c(""brown"", ""browned"", ""brownish"", ""chocolate-brown"", ""dark-brown""))",brown
bruise,bruise,bruis,bruise,noun,"list(syn = c(""bruise"", ""contusion""))",bruise
bruised,bruised,bruis,bruise,verb,"list(syn = c(""bruise"", ""contuse"", ""hurt"", ""injure"", ""offend"", ""spite"", ""wound""))",offend
bruises,bruises,bruis,bruise,noun,"list(syn = c(""bruise"", ""contusion""))",bruise
brush,brush,brush,brush,verb,"list(syn = c(""brush"", ""sweep""))",brush
brushing,brushing,brush,brush,verb,"list(syn = c(""brush"", ""sweep""))",brush
brussels,brussels,brussel,Brussel,noun,"list(syn = ""Brussel"")",Brussel
bubble,bubble,bubbl,bubble,verb,"list(syn = c(""babble"", ""belch"", ""bubble"", ""burble"", ""burp"", ""eruct"", ""guggle"", ""gurgle"", ""ripple""))",bubble
buck's,buck,buck,buck,noun,"list(syn = c(""buck"", ""Buck"", ""clam"", ""dollar"", ""dollar bill"", ""horse"", ""long horse"", ""one dollar bill"", ""Pearl Buck"", ""Pearl Sydenstricker Buck"", ""sawbuck"", ""sawhorse"", ""vaulting horse""))",dollar
bucket,bucket,bucket,bucket,noun,"list(syn = c(""bucket"", ""bucketful"", ""pail""))",bucket
buckets,buckets,bucket,bucket,noun,"list(syn = c(""bucket"", ""bucketful"", ""pail""))",bucket
bud,bud,bud,bud,verb,"list(syn = ""bud"")",bud
buddha,buddha,buddha,buddha,noun,"list(syn = c(""Buddha"", ""Gautama"", ""Gautama Buddha"", ""Gautama Siddhartha"", ""Siddhartha""))",buddha
buddleia,buddleia,buddleia,buddleia,noun,"list(syn = c(""buddleia"", ""butterfly bush""))",buddleia
buds,buds,bud,bud,verb,"list(syn = ""bud"")",bud
buenos,buenos,bueno,NA,NA,list(syn = NA),NA
bug,bug,bug,bug,verb,"list(syn = c(""badger"", ""beleaguer"", ""bug"", ""intercept"", ""pester"", ""tap"", ""tease"", ""wiretap""))",tease
buggy,buggy,buggi,buggy,adjective,"list(syn = c(""around the bend"", ""balmy"", ""barmy"", ""bats"", ""batty"", ""bonkers"", ""buggy"", ""cracked"", ""crackers"", ""daft"", ""dotty"", ""fruity"", ""haywire"", ""kookie"", ""kooky"", ""loco"", ""loony"", ""loopy"", ""nuts"", ""nutty"", ""round the bend"", ""wacky"", ""whacky""))",buggy
bugs,bugs,bug,bug,noun,"list(syn = c(""bug"", ""germ"", ""glitch"", ""hemipteran"", ""hemipteron"", ""hemipterous insect"", ""microbe""))",bug
build,build,build,build,verb,"list(syn = c(""build"", ""build up"", ""construct"", ""establish"", ""make"", ""progress"", ""ramp up"", ""work up""))",make
building,building,build,building,noun,"list(syn = c(""building"", ""construction"", ""edifice""))",construction
builds,builds,build,build,verb,"list(syn = c(""build"", ""build up"", ""construct"", ""establish"", ""make"", ""progress"", ""ramp up"", ""work up""))",make
built,built,built,build,verb,"list(syn = c(""build"", ""build up"", ""construct"", ""establish"", ""make"", ""progress"", ""ramp up"", ""work up""))",make
bulbs,bulbs,bulb,bulb,noun,"list(syn = c(""bulb"", ""electric-light bulb"", ""electric light"", ""incandescent lamp"", ""light bulb"", ""lightbulb"", ""medulla"", ""medulla oblongata""))",bulb
bulbuls,bulbuls,bulbul,bulbul,noun,"list(syn = ""bulbul"")",bulbul
bull,bull,bull,bull,noun,"list(syn = c(""bruiser"", ""bull"", ""Bull"", ""bull's eye"", ""bullshit"", ""cop"", ""copper"", ""crap"", ""dogshit"", ""fuzz"", ""horseshit"", ""Irish bull"", ""papal bull"", ""pig"", ""Samson"", ""shit"", ""strapper"", ""Taurus"", ""Taurus the Bull""))",cop
bulldozers,bulldozers,bulldoz,bulldozer,noun,"list(syn = c(""bulldozer"", ""dozer""))",bulldozer
bullet,bullet,bullet,bullet,noun,"list(syn = c(""bullet"", ""bullet train"", ""fastball"", ""heater"", ""hummer"", ""slug"", ""smoke""))",bullet
bullfrog's,bullfrog,bullfrog,bullfrog,noun,"list(syn = c(""bullfrog"", ""Rana catesbeiana""))",bullfrog
bullfrogs,bullfrogs,bullfrog,bullfrog,noun,"list(syn = c(""bullfrog"", ""Rana catesbeiana""))",bullfrog
bully,bully,bulli,bully,adjective,"list(syn = c(""bang-up"", ""bully"", ""corking"", ""cracking"", ""dandy"", ""great"", ""groovy"", ""keen"", ""neat"", ""nifty"", ""not bad(p)"", ""peachy"", ""slap-up"", ""smashing"", ""swell""))",swell
bumblebee's,bumblebee,bumblebe,bumblebee,noun,"list(syn = c(""bumblebee"", ""humblebee""))",bumblebee
bumper,bumper,bumper,bumper,noun,"list(syn = ""bumper"")",bumper
bumping,bumping,bump,bump,verb,"list(syn = c(""break"", ""bump"", ""chance"", ""demote"", ""dislodge"", ""displace"", ""encounter"", ""find"", ""happen"", ""kick downstairs"", ""knock"", ""relegate""))",bump
bunch,bunch,bunch,bunch,noun,"list(syn = c(""bunch"", ""caboodle"", ""clump"", ""cluster"", ""clustering"", ""crew"", ""crowd"", ""gang"", ""lot""))",crowd
bunker,bunker,bunker,bunker,noun,"list(syn = c(""bunker"", ""dugout"", ""sand trap"", ""trap""))",trap
bunny,bunny,bunni,bunny,noun,"list(syn = c(""bunny"", ""bunny girl"", ""bunny rabbit""))",bunny
buns,buns,bun,bun,noun,"list(syn = c(""bun"", ""roll""))",roll
buntings,buntings,bunt,bunting,noun,"list(syn = ""bunting"")",bunting
burden,burden,burden,burden,noun,"list(syn = c(""burden"", ""core"", ""effect"", ""encumbrance"", ""essence"", ""gist"", ""incumbrance"", ""load"", ""loading"", ""onus""))",effect
burial,burial,burial,burial,noun,"list(syn = c(""burial"", ""burying"", ""entombment"", ""inhumation"", ""interment"", ""sepulture""))",burial
buried,buried,buri,bury,verb,"list(syn = c(""bury"", ""eat up"", ""entomb"", ""forget"", ""immerse"", ""inhume"", ""inter"", ""lay to rest"", ""sink"", ""swallow"", ""swallow up""))",sink
buries,buries,buri,bury,verb,"list(syn = c(""bury"", ""eat up"", ""entomb"", ""forget"", ""immerse"", ""inhume"", ""inter"", ""lay to rest"", ""sink"", ""swallow"", ""swallow up""))",sink
burlap,burlap,burlap,burlap,noun,"list(syn = c(""burlap"", ""gunny""))",burlap
burn,burn,burn,burn,noun,"list(syn = c(""burn"", ""burn mark"", ""burning"", ""sunburn"", ""suntan"", ""tan""))",burn
burned,burned,burn,burn,verb,"list(syn = c(""bite"", ""burn"", ""burn down"", ""burn off"", ""burn up"", ""cauterise"", ""cauterize"", ""combust"", ""cut"", ""fire"", ""glow"", ""incinerate"", ""sting"", ""sunburn""))",glow
burning,burning,burn,burn,verb,"list(syn = c(""bite"", ""burn"", ""burn down"", ""burn off"", ""burn up"", ""cauterise"", ""cauterize"", ""combust"", ""cut"", ""fire"", ""glow"", ""incinerate"", ""sting"", ""sunburn""))",glow
burnt,burnt,burnt,burnt,adjective,"list(syn = c(""baked"", ""burned"", ""burned-out"", ""burned-over"", ""burnt"", ""burnt-out""))",burnt
burrow,burrow,burrow,burrow,noun,"list(syn = c(""burrow"", ""tunnel""))",tunnel
burrows,burrows,burrow,burrow,verb,"list(syn = c(""burrow"", ""tunnel""))",tunnel
burst,burst,burst,burst,noun,"list(syn = c(""burst"", ""explosion"", ""fit"", ""flare-up"", ""fusillade"", ""outburst"", ""salvo"", ""volley""))",burst
bursts,bursts,burst,burst,noun,"list(syn = c(""burst"", ""explosion"", ""fit"", ""flare-up"", ""fusillade"", ""outburst"", ""salvo"", ""volley""))",burst
bury,bury,buri,bury,verb,"list(syn = c(""bury"", ""eat up"", ""entomb"", ""forget"", ""immerse"", ""inhume"", ""inter"", ""lay to rest"", ""sink"", ""swallow"", ""swallow up""))",sink
bus,bus,bus,bus,noun,"list(syn = c(""autobus"", ""bus"", ""bus topology"", ""busbar"", ""charabanc"", ""coach"", ""double-decker"", ""heap"", ""jalopy"", ""jitney"", ""motorbus"", ""motorcoach"", ""omnibus"", ""passenger vehicle""))",heap
bush,bush,bush,bush,noun,"list(syn = c(""bush"", ""Bush"", ""chaparral"", ""crotch hair"", ""Dubya"", ""Dubyuh"", ""George Bush"", ""George H.W. Bush"", ""George Herbert Walker Bush"", ""George W. Bush"", ""George Walker Bush"", ""President Bush"", ""President George W. Bush"", ""pubic hair"", ""scrub"", ""shrub"", ""Vannevar Bush""))",shrub
bushes,bushes,bush,bush,verb,"list(syn = ""bush"")",bush
busker,busker,busker,busker,noun,"list(syn = ""busker"")",busker
bustle,bustle,bustl,bustle,noun,"list(syn = c(""ado"", ""bustle"", ""flurry"", ""fuss"", ""hustle"", ""stir""))",fuss
busy,busy,busi,busy,adjective,"list(syn = c(""busy"", ""busybodied"", ""engaged"", ""fussy"", ""in use(p)"", ""interfering"", ""meddlesome"", ""meddling"", ""officious""))",busy
butcher,butcher,butcher,butcher,noun,"list(syn = c(""blunderer"", ""botcher"", ""bumbler"", ""bungler"", ""butcher"", ""fuckup"", ""fumbler"", ""meatman"", ""sad sack"", ""slaughterer"", ""stumbler""))",butcher
butt,butt,butt,butt,noun,"list(syn = c(""arse"", ""ass"", ""backside"", ""behind"", ""bottom"", ""bum"", ""buns"", ""butt"", ""butt end"", ""butt joint"", ""buttocks"", ""can"", ""cigaret"", ""cigarette"", ""coffin nail"", ""derriere"", ""fag"", ""fanny"", ""fundament"", ""goat"", ""hind end"", ""hindquarters"", ""keister"", ""laughingstock"", ""nates"", ""posterior"", ""prat"", ""rear"", ""rear end"", ""rump"", ""seat"", ""stern"", ""stooge"", ""stub"", ""tail"", ""tail end"", ""target"", ""tooshie"", ""tush""))",rear
butter,butter,butter,butter,noun,"list(syn = ""butter"")",butter
butterflies,butterflies,butterfli,butterfly,noun,"list(syn = c(""butterfly"", ""butterfly stroke""))",butterfly
butterfly’s,butterfly,butterfli,butterfly,noun,"list(syn = c(""butterfly"", ""butterfly stroke""))",butterfly
button,button,button,button,noun,"list(syn = c(""button"", ""clit"", ""clitoris"", ""push"", ""push button"", ""release""))",push
buttons,buttons,button,button,noun,"list(syn = c(""button"", ""clit"", ""clitoris"", ""push"", ""push button"", ""release""))",push
buy,buy,buy,buy,verb,"list(syn = c(""bribe"", ""buy"", ""corrupt"", ""grease one's palms"", ""purchase""))",purchase
buzz,buzz,buzz,buzz,adjective,"list(syn = ""buzz"")",buzz
buzzards,buzzards,buzzard,buzzard,noun,"list(syn = c(""Buteo buteo"", ""buzzard"", ""Cathartes aura"", ""turkey buzzard"", ""turkey vulture""))",buzzard
buzzes,buzzes,buzz,buzz,verb,"list(syn = c(""bombilate"", ""bombinate"", ""buzz"", ""hum"", ""seethe""))",buzz
buzzing,buzzing,buzz,buzz,verb,"list(syn = c(""bombilate"", ""bombinate"", ""buzz"", ""hum"", ""seethe""))",buzz
bye,bye,bye,bye,noun,"list(syn = c(""adieu"", ""adios"", ""arrivederci"", ""au revoir"", ""auf wiedersehen"", ""bye"", ""bye-bye"", ""cheerio"", ""good-by"", ""good-bye"", ""good day"", ""goodby"", ""goodbye"", ""pass"", ""sayonara"", ""so long""))",bye
bygone,bygone,bygon,bygone,adjective,"list(syn = c(""bygone"", ""bypast"", ""departed"", ""foregone"", ""gone""))",bygone
cab,cab,cab,cab,noun,"list(syn = c(""cab"", ""cabriolet"", ""hack"", ""taxi"", ""taxicab""))",cab
cabin,cabin,cabin,cabin,noun,"list(syn = ""cabin"")",cabin
cabins,cabins,cabin,cabin,noun,"list(syn = ""cabin"")",cabin
cacophony,cacophony,cacophoni,cacophony,noun,"list(syn = c(""blare"", ""blaring"", ""cacophony"", ""clamor"", ""din""))",cacophony
cactus,cactus,cactus,cactus,noun,"list(syn = ""cactus"")",cactus
cadence,cadence,cadenc,cadence,noun,"list(syn = c(""beat"", ""cadence"", ""cadency"", ""measure"", ""meter"", ""metre""))",beat
cafe,cafe,cafe,cafe,noun,"list(syn = c(""cafe"", ""coffee bar"", ""coffee shop"", ""coffeehouse""))",cafe
cage,cage,cage,cage,noun,"list(syn = c(""batting cage"", ""cage"", ""Cage"", ""coop"", ""John Cage"", ""John Milton Cage Jr.""))",cage
cairn,cairn,cairn,cairn,noun,"list(syn = c(""cairn"", ""cairn terrier""))",cairn
cake,cake,cake,cake,noun,"list(syn = c(""bar"", ""cake"", ""patty""))",bar
calculated,calculated,calcul,calculate,verb,"list(syn = c(""account"", ""aim"", ""bet"", ""calculate"", ""cipher"", ""compute"", ""count"", ""count on"", ""cypher"", ""depend"", ""direct"", ""estimate"", ""figure"", ""forecast"", ""look"", ""reckon"", ""work out""))",compute
calendar,calendar,calendar,calendar,noun,"list(syn = ""calendar"")",calendar
calf,calf,calf,calf,noun,"list(syn = c(""calf"", ""calfskin"", ""sura""))",calf
call,call,call,call,noun,"list(syn = c(""birdcall"", ""birdsong"", ""call"", ""Call"", ""call option"", ""claim"", ""cry"", ""margin call"", ""outcry"", ""phone call"", ""shout"", ""song"", ""telephone call"", ""vociferation"", ""yell""))",shout
callie's,callie,calli,NA,NA,list(syn = NA),NA
calling,calling,call,calling,noun,"list(syn = c(""calling"", ""career"", ""vocation""))",career
calls,calls,call,call,verb,"list(syn = c(""address"", ""anticipate"", ""bid"", ""call"", ""call in"", ""call off"", ""call up"", ""cry"", ""forebode"", ""foretell"", ""holler"", ""hollo"", ""name"", ""phone"", ""predict"", ""prognosticate"", ""promise"", ""ring"", ""scream"", ""send for"", ""shout"", ""shout out"", ""squall"", ""telephone"", ""visit"", ""yell""))",scream
